User ID,Location ID,Timestamp,Latitude,Longitude
1,IONA,0.0,49.27088,-123.250325
1,ALUM,49.68712165032752,49.266009,-123.249577
1,ENSF,65.33540694425297,49.243487,-123.228542
1,JOUR,36.715879894777785,49.25758,-123.247108
1,VIST,72.08944895414916,49.261711,-123.240473
1,ARGE,103.52514250798129,49.271552,-123.24963
2,STAD,0.0,49.254404,-123.244336
2,JOUR,69.09335179952751,49.25758,-123.247108
2,OSBO,69.12171488841184,49.2596,-123.244312
2,INTL,79.35752007160414,49.267786,-123.258756
3,BRCE,0.0,49.269456,-123.251712
3,HSCC,17.24111097520068,49.263796,-123.244788
3,WSBT,37.64347146876223,49.254913,-123.23451
3,CHSC,20.1949686089458,49.261094,-123.234385
3,SPRT,94.55244423018296,49.253092,-123.233927
4,RITS,0.0,49.26017,-123.25264
4,VANR,17.164095631258995,49.264524,-123.258212
4,VSQU,57.40501284917004,49.253698,-123.236718
4,TRMH,48.07728179391452,49.261988,-123.241395
5,WYND,0.0,49.259592,-123.234081
5,CSTB,111.98135309061468,49.263265,-123.254586
5,FSC,41.94382231404146,49.260509,-123.247797
5,CNTL,70.20409046294512,49.266187,-123.247682
6,PAPC,0.0,49.2613,-123.247597
6,NRCI,94.98102346849858,49.245629,-123.232383
6,MATX,74.45708470457174,49.266129,-123.25454
6,NITO,57.55391135914289,49.266204,-123.259114
6,STIR,68.65695936652415,49.270452,-123.252769
6,TFS,53.78462883300681,49.256058,-123.249048
6,CNTL,75.59593371396043,49.266187,-123.247682
6,MCDN,55.1333951472032,49.265662,-123.24578
7,PONF,0.0,49.265019,-123.257062
7,DLAM,13.012468491485986,49.265621,-123.253902
7,WMAX,119.44374395210296,49.265951,-123.256829
7,FRWO,47.85780137736412,49.268077,-123.257173
7,ACAH,41.84285190687349,49.263285,-123.23595
7,HENN,35.8729256316268,49.266357,-123.252804
7,GREN,25.65929367777433,49.261146,-123.252839
7,CSTB,84.81754620731621,49.263265,-123.254586
8,IRSC,0.0,49.267142,-123.253568
8,IONA,88.56034481894099,49.27088,-123.250325
8,LARK,80.52241488882514,49.253289,-123.234082
8,SAND,26.586207254488325,49.258321,-123.234188
8,DMP,28.22321137554708,49.261408,-123.248052
8,STJN,34.12109002285576,49.255745,-123.247199
8,CLEM,96.00912496006076,49.258182,-123.245394
9,GEOG,0.0,49.266164,-123.256228
9,IRSC,100.52498707664748,49.267142,-123.253568
9,MSUB,46.07477278635821,49.261457,-123.244535
9,ACOM,34.51608851727216,49.26271,-123.237552
9,GMGB,55.36653177414582,49.261661,-123.246488
10,BOOK,0.0,49.265321,-123.250477
10,WMAX,11.434059010301803,49.265951,-123.256829
10,SOPR,78.72285928061069,49.261965,-123.235109
11,SAIL,0.0,49.25241,-123.234853
11,IBLC,71.78939240951615,49.267965,-123.253406
11,PROM,43.074737157867176,49.256007,-123.24742
11,PSAB,65.92557625728453,49.259139,-123.238034
11,HEBB,66.89132199628389,49.266112,-123.251503
11,PONC,44.58860837288297,49.264938,-123.256428
11,IONA,35.26870873108817,49.27088,-123.250325
12,TRMH,0.0,49.261988,-123.241395
12,AZAL,40.79151846822529,49.258041,-123.249246
12,CHEM,77.39978827818469,49.266101,-123.253297
12,ARGW,113.12327504842514,49.270902,-123.251478
13,BTF,0.0,49.256432,-123.23953
13,BIOL,81.20563044924857,49.264542,-123.252072
13,MBOL,18.783181788700155,49.270541,-123.256231
13,CHAN,44.2715455734341,49.269454,-123.255389
13,BIRC,34.99485552692683,49.26418,-123.246923
13,CHSC,95.94937980836892,49.261094,-123.234385
14,GARD,0.0,49.258928,-123.248899
14,ACU,36.18247875591325,49.264782,-123.245758
14,BERW,58.23641876488845,49.260503,-123.239175
14,TRMF,106.4730779300683,49.24606,-123.229525
15,PUDP,0.0,49.263533,-123.245986
15,PHRM,26.07560677332109,49.262637,-123.242818
15,VANR,62.98404530822358,49.264524,-123.258212
15,ACU,25.78810386312984,49.264782,-123.245758
15,INTL,112.3862176415674,49.267786,-123.258756
15,MATH,56.93882344234761,49.266365,-123.255681
16,CHOI,0.0,49.267635,-123.258226
16,OFRH,45.35954747366147,49.26508,-123.255711
16,BIOL,10.53248006019652,49.264542,-123.252072
16,MATH,99.61630410737472,49.266365,-123.255681
16,DASB,33.2680315334849,49.265856,-123.245524
16,SOMH,14.763239236744786,49.270598,-123.251023
16,SRES,58.770723166013326,49.245448,-123.228047
16,CUNN,88.01536348741433,49.264764,-123.24913
17,BINT,0.0,49.255583,-123.231365
17,WMAX,89.16808509243421,49.265951,-123.256829
17,TFS,42.27504197336148,49.256058,-123.249048
17,HENN,96.79913498187426,49.266357,-123.252804
18,PGRA,0.0,49.259608,-123.237908
18,WEBH,62.757648057306426,49.253426,-123.236968
18,UNSB,112.37877761347904,49.261818,-123.25444
18,VIST,59.85720006413973,49.261711,-123.240473
19,STIR,0.0,49.270452,-123.252769
19,UNSB,111.4201894064778,49.261818,-123.25444
19,SAGE,66.87014789690276,49.25541,-123.233741
19,SORO,16.789126828273012,49.260306,-123.239585
20,GARD,0.0,49.258928,-123.248899
20,STIR,104.28072014946191,49.270452,-123.252769
20,STMD,17.80260185809483,49.272677,-123.249163
20,POWR,43.524956049015,49.265548,-123.254755
20,ACAP,26.02618977241815,49.263823,-123.237132
20,TELS,18.175176902636107,49.255215,-123.235613
20,CBH,73.96402576114873,49.264,-123.244339
20,WPRO,109.79902696499266,49.254553,-123.236552
21,SPRT,0.0,49.253092,-123.233927
21,DRIX,61.201259267733256,49.262158,-123.246279
21,TRMH,35.68500463521826,49.261988,-123.241395
21,INTL,99.62472174207448,49.267786,-123.258756
21,FRDM,107.47364736516982,49.265198,-123.246855
21,AQUA,10.289008755584057,49.268194,-123.24824
22,CBH,0.0,49.264,-123.244339
22,WSPT,55.92481072380373,49.270261,-123.250692
22,TAMK,81.7944329693197,49.259761,-123.24635
22,BRCK,107.03988943699258,49.268929,-123.25185
22,VSQU,108.52020007862916,49.253698,-123.236718
