index,User ID,Latitude,Longitude,Timestamp,Location ID
0,22,45.5889060639,-122.5931739807,2009-12-29 06:12:15,17165
1,22,45.5235983789,-122.6721457609,2009-12-29 09:19:22,187595
2,22,45.5236231246,-122.6726210117,2009-12-29 09:19:38,132715
3,22,45.5235103727,-122.6732218266,2009-12-29 09:19:53,70808
4,22,45.5237066667,-122.6713871833,2009-12-29 09:20:05,206258
5,22,45.5242094308,-122.6728892326,2009-12-29 09:20:25,68405
6,22,45.5245835703,-122.6730967102,2009-12-29 09:20:54,150521
7,22,45.5235103727,-122.6732218266,2009-12-29 09:21:33,70808
8,22,45.5232961435,-122.6705315709,2009-12-29 09:21:42,132685
9,22,45.5226233833,-122.6725888252,2009-12-29 09:22:31,26300
10,22,45.5249610964,-122.6715481281,2009-12-29 09:22:53,86503
11,22,45.5222901679,-122.6814995316,2009-12-29 18:21:44,44672
12,22,45.5222878167,-122.6816301167,2009-12-29 19:14:26,61630
13,22,45.5200036763,-122.6744073629,2009-12-29 21:11:51,98423
14,22,45.5201037662,-122.6735488674,2009-12-29 21:11:59,65217
15,22,45.5194754635,-122.6745303286,2009-12-29 21:12:49,85252
16,22,45.519477061,-122.6750602116,2009-12-29 21:13:03,213834
17,22,45.5178800078,-122.6749813557,2009-12-29 21:19:00,32381
18,22,45.5196830372,-122.6752447558,2009-12-29 21:20:01,46604
19,22,45.5195731041,-122.6759604332,2009-12-29 21:20:16,66010
20,22,45.5180754639,-122.6762259007,2009-12-29 21:20:42,120995
21,22,45.5197637267,-122.6770004651,2009-12-29 21:20:56,219316
22,22,45.5192481857,-122.6778781414,2009-12-29 21:21:12,17262
23,22,45.5192517333,-122.6775506333,2009-12-29 21:22:57,399812
24,22,45.5223076719,-122.681375742,2009-12-29 21:26:35,39071
25,22,45.522565259,-122.6816458656,2009-12-29 21:28:38,86799
26,22,45.524044063,-122.6742517948,2009-12-30 01:13:05,64545
27,22,45.5232848683,-122.6743912697,2009-12-30 01:50:55,64548
28,22,45.5241619003,-122.6746831796,2009-12-30 01:51:29,61580
29,22,45.5241305053,-122.6756519079,2009-12-30 01:55:58,184217
30,22,45.5243388167,-122.6753691,2009-12-30 01:56:06,57266
31,22,45.5238730571,-122.6758477092,2009-12-30 01:56:15,17380
32,22,45.5238917667,-122.6756209,2009-12-30 01:56:27,34777
33,22,45.524161521,-122.6745153849,2009-12-30 01:56:36,76959
34,22,45.524195557,-122.6745654327,2009-12-30 01:57:11,187022
35,22,45.5237583707,-122.6750810374,2009-12-30 01:57:26,187264
36,22,45.5243144642,-122.6744157685,2009-12-30 01:57:39,140441
37,22,45.5228300982,-122.6737904549,2009-12-30 01:57:53,26455
38,22,45.524364,-122.6752041,2009-12-30 01:58:05,243879
39,22,45.5240816466,-122.6754963398,2009-12-30 01:58:18,17397
40,22,45.5226609679,-122.675268352,2009-12-30 02:29:20,64465
41,22,45.5230496873,-122.6761844285,2009-12-30 02:32:47,197394
42,22,45.5233450029,-122.6772397757,2009-12-30 02:32:55,255238
43,22,45.5230523,-122.6760073167,2009-12-30 02:33:02,34891
44,22,45.5225403852,-122.6776855386,2009-12-30 03:43:12,107444
45,22,45.5225425764,-122.6781222224,2009-12-30 03:43:49,22161
46,22,45.5239688956,-122.6771914959,2009-12-30 03:43:56,40170
47,22,45.5223559364,-122.677927539,2009-12-30 03:44:23,50658
48,22,45.5226328333,-122.6782299667,2009-12-30 03:44:36,48309
49,22,45.5239688956,-122.6771914959,2009-12-30 03:46:05,40170
50,22,45.5226910356,-122.6760327816,2009-12-30 03:46:31,64472
51,22,45.5407533,-122.6778247,2009-12-31 00:50:54,21020
52,22,45.5517116167,-122.6755436167,2009-12-31 00:53:58,277982
53,22,45.5517872598,-122.6754819432,2009-12-31 00:54:13,158665
54,22,45.55233205,-122.67583675,2009-12-31 00:54:22,41404
55,22,45.5517423833,-122.67573985,2009-12-31 00:54:40,53612
56,22,45.54941965,-122.6752672,2009-12-31 02:10:38,68813
57,22,45.5501693333,-122.67573865,2009-12-31 02:10:52,139262
58,22,45.5481532167,-122.67545645,2009-12-31 02:25:29,41000
59,22,45.5230556045,-122.6812309027,2009-12-31 03:18:08,17645
60,22,45.5227887553,-122.6849591732,2009-12-31 03:18:58,64682
61,22,45.5224542524,-122.6833927631,2009-12-31 03:19:09,66071
62,22,45.5223377397,-122.6837790012,2009-12-31 03:19:23,81010
63,22,45.5231382899,-122.6829314232,2009-12-31 03:19:32,64565
64,22,45.5220971966,-122.6816225052,2009-12-31 03:19:44,37158
65,22,45.5219994756,-122.6814830303,2009-12-31 03:19:51,17651
66,22,45.5203474167,-122.6771355833,2010-01-01 00:36:02,32397
67,22,45.5200750903,-122.6789724827,2010-01-01 00:36:26,96369
68,22,45.5204153646,-122.679350188,2010-01-01 00:37:51,55245
69,22,45.5205850833,-122.6805284167,2010-01-01 00:38:09,69787
70,22,45.5205580721,-122.6808366179,2010-01-01 00:38:46,55343
71,22,45.5205285833,-122.6809579333,2010-01-01 00:39:30,132132
72,22,45.5208493626,-122.6820248365,2010-01-01 00:40:32,108979
73,22,45.5123768906,-122.648845911,2010-01-01 03:41:27,52370
74,22,45.5223414982,-122.6902270317,2010-01-02 00:52:52,74195
75,22,45.5230556045,-122.6812309027,2010-01-02 01:09:03,17645
76,22,45.5231157393,-122.6846855879,2010-01-02 02:05:58,63342
77,22,45.5224542524,-122.6833927631,2010-01-02 04:24:53,66071
78,22,45.5226083495,-122.6823735237,2010-01-02 04:25:28,30319
79,22,45.5232923851,-122.6836824417,2010-01-02 04:28:41,81181
80,22,45.5231382899,-122.6829314232,2010-01-02 04:29:03,64565
81,22,45.5230022892,-122.6812044723,2010-01-02 05:16:06,27951
82,22,45.520679752,-122.6785510651,2010-01-02 06:52:28,225710
83,22,45.5178649727,-122.6768374443,2010-01-02 06:52:42,19104
84,22,45.5185265136,-122.6761722565,2010-01-02 06:52:52,24417
85,22,45.5179551833,-122.6755070686,2010-01-02 06:53:11,75784
86,22,45.5177597269,-122.6694130898,2010-01-02 06:53:50,79117
87,22,45.5889060639,-122.5931739807,2010-01-02 07:48:41,17165
88,22,45.5889060639,-122.5931739807,2010-09-18 06:32:17,17165
89,22,45.5895226398,-122.5932116901,2010-09-18 06:38:15,180169
90,22,45.5222901679,-122.6814995316,2010-09-18 16:44:07,44672
91,22,45.5230556045,-122.6812309027,2010-09-18 23:58:33,17645
92,40,45.54941965,-122.6752672,2010-08-06 02:17:54,68813
93,40,45.5589709689,-122.6508951187,2010-08-07 19:02:08,52821
94,56,45.5285689516,-122.6764512062,2009-12-25 22:56:07,1354017
95,56,45.5226767,-122.6733613,2009-12-27 19:16:39,13281
96,121,45.5228300982,-122.6737904549,2010-07-19 07:22:53,26455
97,121,45.5216762436,-122.6734793186,2010-07-20 17:42:03,34352
98,121,45.5216762436,-122.6734793186,2010-07-21 14:43:57,34352
99,121,45.5216536925,-122.6722937822,2010-07-22 07:16:05,50922
100,124,45.5222901679,-122.6814995316,2010-04-06 16:48:21,44672
101,124,45.5222878167,-122.6816301167,2010-04-06 16:50:10,61630
102,124,45.5230556045,-122.6812309027,2010-04-06 17:39:21,17645
103,124,45.5246228481,-122.6819121838,2010-04-06 20:18:58,36079
104,124,45.5889060639,-122.5931739807,2010-04-06 22:41:21,17165
105,124,45.5879900734,-122.594268322,2010-04-06 23:46:25,62918
106,124,45.5224542524,-122.6833927631,2010-06-29 03:58:22,66071
107,124,45.5230556045,-122.6812309027,2010-06-29 05:43:56,17645
108,124,45.5208869484,-122.6784574986,2010-06-29 06:09:38,176873
109,124,45.5226767,-122.6733613,2010-06-29 13:41:41,13281
110,151,45.5889060639,-122.5931739807,2009-11-11 23:02:37,17165
111,151,45.530078249,-122.6835954896,2009-12-04 04:31:31,119490
112,151,45.529666295,-122.685624361,2009-12-04 04:54:39,20781
113,151,45.5282861567,-122.6807628572,2009-12-05 22:10:59,61325
114,151,45.5265970833,-122.6842148333,2009-12-05 22:27:41,25863
115,151,45.5294859113,-122.6842617989,2009-12-06 21:34:18,50940
116,151,45.530078249,-122.6835954896,2009-12-07 22:20:16,119490
117,151,45.525841718,-122.6789223824,2009-12-10 20:38:18,32740
118,151,45.5265970833,-122.6842148333,2009-12-11 21:51:01,25863
119,151,45.5889060639,-122.5931739807,2009-12-12 14:44:43,17165
120,151,45.5294859113,-122.6842617989,2009-12-20 21:59:34,50940
121,151,45.530078249,-122.6835954896,2009-12-21 21:42:22,119490
122,151,45.5240774971,-122.6810480687,2009-12-23 23:34:08,214117
123,151,45.5889060639,-122.5931739807,2009-12-25 00:31:51,17165
124,151,45.58907318,-122.5962945695,2009-12-25 00:33:34,267260
125,161,45.5176319281,-122.6800239086,2010-01-01 02:40:15,35656
126,161,45.5176319281,-122.6800239086,2010-01-01 07:25:30,35656
127,174,45.5355167,-122.6998083667,2010-07-28 20:05:24,62349
128,174,45.51870445,-122.7055416333,2010-07-28 23:03:05,17178
129,174,45.5193534288,-122.7083158493,2010-07-28 23:41:26,397432
130,174,45.5230556045,-122.6812309027,2010-07-29 17:38:02,17645
131,185,45.5889060639,-122.5931739807,2010-02-20 07:11:45,17165
132,185,45.5319060117,-122.6740479469,2010-02-21 18:51:02,70456
133,185,45.5230556045,-122.6812309027,2010-02-21 18:54:38,17645
134,185,45.5226767,-122.6733613,2010-02-21 18:57:59,13281
135,185,45.5315550708,-122.6557610766,2010-02-21 19:11:52,430112
136,185,45.5310474156,-122.6573556549,2010-02-21 19:12:07,315349
137,185,45.5321020236,-122.6565930759,2010-02-21 19:12:18,348296
138,185,45.5336784907,-122.6542559909,2010-02-21 19:12:56,390700
139,185,45.5308538069,-122.6509809494,2010-02-21 19:14:18,52899
140,185,45.531607,-122.6539146833,2010-02-21 19:14:36,403484
141,185,45.5325373251,-122.6535129547,2010-02-21 19:15:08,25581
142,185,45.5318458862,-122.6611196995,2010-02-21 19:20:15,75874
143,185,45.5340780007,-122.6582872868,2010-02-21 19:21:06,75895
144,185,45.53548185,-122.6645273667,2010-02-21 19:23:51,524270
145,185,45.5907231294,-122.5941431343,2010-02-21 23:42:44,268423
146,185,45.5889060639,-122.5931739807,2010-02-21 23:43:10,17165
147,185,45.5889060639,-122.5931739807,2010-02-21 23:43:24,17165
148,185,45.5877047618,-122.59354949,2010-02-21 23:43:32,436545
149,185,45.5899547643,-122.5930948429,2010-02-21 23:43:44,473946
150,185,45.5895217212,-122.5978732109,2010-02-21 23:44:31,148228
151,185,45.589893335,-122.5975587494,2010-02-21 23:44:43,165505
152,185,45.5897740358,-122.5973907454,2010-02-21 23:44:53,180210
153,185,45.5898170089,-122.5916240421,2010-02-21 23:45:07,79057
154,185,45.5898170089,-122.5916240421,2010-02-21 23:45:19,79057
155,185,45.5872167255,-122.5930023193,2010-02-21 23:45:41,56996
156,185,45.5893120748,-122.5933709365,2010-02-22 00:01:20,176798
157,185,45.589167169,-122.5932535001,2010-02-22 00:01:31,305689
158,185,45.5889060639,-122.5931739807,2010-02-22 00:01:53,17165
159,185,45.5889060639,-122.5931739807,2010-02-22 00:02:08,17165
160,267,45.5889060639,-122.5931739807,2010-09-11 05:36:47,17165
161,267,45.5225031125,-122.6707005501,2010-09-11 17:21:37,17376
162,267,45.519902193,-122.6706683636,2010-09-11 17:35:49,243114
163,267,45.5217476555,-122.6734149456,2010-09-11 17:47:57,12339
164,267,45.5201037662,-122.6735488674,2010-09-11 19:22:08,65217
165,267,45.5181506391,-122.6771271229,2010-09-11 20:27:11,64667
166,267,45.5178649727,-122.6768374443,2010-09-11 20:32:30,19104
167,267,45.5188873508,-122.6793050766,2010-09-11 20:50:05,17303
168,267,45.5222901679,-122.6814995316,2010-09-11 21:03:56,44672
169,267,45.5230556045,-122.6812309027,2010-09-11 21:24:10,17645
170,267,45.5235254063,-122.6792836189,2010-09-11 21:49:01,206816
171,267,45.5226590887,-122.6568603516,2010-09-11 23:44:41,13676
172,267,45.5229691605,-122.6634693146,2010-09-11 23:55:00,131142
173,267,45.5240816466,-122.6754963398,2010-09-12 01:13:56,17397
174,267,45.5115491426,-122.6803307389,2010-09-12 01:45:10,107711
