Latitude,Longitude,Location ID
41.8654847,-87.61699675,9943
41.9205921899,-87.6374657275,144390
41.8787000494,-87.6396560669,20585
41.9790894053,-87.9104948044,375474
41.9780286285,-87.9036712646,22831
41.9762898736,-87.9013967514,419157
41.98551285,-87.83865094,382591
41.8856654322,-87.6309013367,460694
41.9136630802,-87.6773893833,41703
41.90917625,-87.6771156333,99409
41.9294372926,-87.7077519894,137662
41.8826079333,-87.6233696833,11793
41.88319755,-87.6224224167,832058
41.8758002454,-87.618970871,13424
41.8971103352,-87.6244479418,9816
41.8977226321,-87.6237436724,131599
41.8947664136,-87.623847127,28788
41.9016110833,-87.6205572167,1166712
41.9027445075,-87.677230949,305123
41.8836366032,-87.6299840212,9871
41.8896330301,-87.6311572859,133477
41.8676090167,-87.6146364167,9996
41.8623379996,-87.6166909933,9948
41.8663969455,-87.6067829132,10616
41.8944669284,-87.6238632202,55372
41.9031836695,-87.6792905292,285465
41.9251900296,-87.7010864784,453457
41.7874410169,-87.744884491,23275
41.8866079372,-87.624874413,370548
41.87850332,-87.62730532,421504
41.8758242113,-87.6205158234,1564641
41.8837644054,-87.6249790192,47497
41.8745460194,-87.6204299927,558076
41.879578752,-87.6228868961,9952
41.8913961267,-87.6238122582,214785
41.9103892667,-87.6760699833,23474
41.8844925568,-87.6257550637,208762
41.9085452,-87.674676293,1267278
41.9835396895,-87.6588284969,410734
41.9980756333,-87.66567865,47462
41.9479207274,-87.6558351517,12430
41.8793750538,-87.6284605265,22276
41.9032253051,-87.6714009237,17636
41.9383623,-87.6442375,42519
41.8987634071,-87.6229941845,243236
41.9010952039,-87.6441836357,65026
41.8894812933,-87.6247134805,65260
41.8889561517,-87.6268351078,65281
41.8857285427,-87.6244603575,104634
41.8932689739,-87.6246249676,278286
41.89315217,-87.62874525,210018
41.8917036129,-87.6074802876,9907
41.8500796976,-87.6161170006,52832
41.8907212493,-87.6309764385,55673
41.9426779139,-87.6980638504,132304
41.9812756333,-87.90638435,811032
41.8904417122,-87.6239383221,65269
41.89102077,-87.62351125,548089
41.8920390506,-87.6244211197,237097
41.8882692679,-87.6354825497,11359
41.8889321908,-87.6340019703,296531
41.9476816667,-87.6566379333,521501
41.9473701325,-87.6544833183,403438
41.9469152897,-87.6542043686,201864
41.9784337833,-87.91084275,572789
41.8821947925,-87.6258625407,314347
41.978076879,-87.906621877,1240644
41.8781185833,-87.6419416833,43875
41.8903030167,-87.6114757833,879082
41.8992555754,-87.6235799706,176563
41.8994365333,-87.6240701667,41630
41.8875484185,-87.6214340872,305578
41.882214787,-87.6225757599,861311
41.8814799033,-87.623745203,30890
41.8879013062,-87.6258850098,673494
41.9776697151,-87.9041969776,342212
41.7914247223,-87.5830721855,143123
41.9749897643,-87.8989613056,382469
41.9677702833,-87.6937640333,47859
41.9672614831,-87.6870067237,709723
41.9679939167,-87.6881489333,103739
41.9653717,-87.6863812,309810
41.95141955,-87.6498858167,103907
41.9648039333,-87.6859084667,46966
41.9640674167,-87.6858569833,82919
41.9615326667,-87.6787616,1040979
41.911668423,-87.6482543945,427691
41.9104339333,-87.6502122167,201905
41.9789059639,-87.9066538811,392728
41.97851753,-87.90671056,529153
41.89127,-87.62949,2498079
41.8788598144,-87.6358687878,9883
41.8850671303,-87.6279014615,27903
41.8846749883,-87.6297426224,48272
41.886544039,-87.6275861263,162154
41.9104215395,-87.6393127441,302709
41.9087252167,-87.6774622167,48317
41.9666427364,-87.6870955027,49035
41.89145982,-87.61391067,1441141
41.9007486936,-87.6225693478,1101027
41.9674423541,-87.6876938588,94837
41.9856213667,-87.6691882667,36698
41.9790176239,-87.9065036774,549918
41.97859491,-87.910451889,351716
41.88638263,-87.62906593,24699
41.8869628464,-87.6228167113,25458
41.9150602453,-87.7025806904,25707
41.9092478376,-87.6533460617,40781
41.9291419611,-87.6842987537,61358
41.8855935457,-87.6261270046,69546
41.88345075,-87.6265676667,45210
41.9103096667,-87.6853548167,55748
41.8978689967,-87.6239275932,53368
41.9340576837,-87.6450640454,107132
41.8867379346,-87.6243288091,139335
41.9235144373,-87.6981818676,501739
41.8964835185,-87.6388485607,769117
41.8680188538,-87.6384866238,135175
41.9360419847,-87.6541265845,102767
41.8963053818,-87.6342985726,517415
41.8845272192,-87.6286134124,53944
41.8839321453,-87.6271677017,68112
41.8912323997,-87.6199364662,27263
41.9031204337,-87.6769611863,111107
41.89500095,-87.6233984,736951
41.8974297727,-87.6257514954,27507
41.9282074887,-87.7055372254,79755
41.8926609222,-87.6260420093,169428
41.88717371,-87.62654656,686893
41.9615845667,-87.67544785,174793
41.9497251892,-87.6628373389,306186
41.8915798199,-87.6282727718,43153
41.9104369816,-87.6794475788,315035
41.9301956,-87.6878624,176520
41.8812482535,-87.6263201237,87530
41.9277411132,-87.7069312334,513093
41.92126775,-87.6963562,157800
41.8301289642,-87.6342594624,11601
41.9226801333,-87.6970767833,173892
41.9468619609,-87.663985597,131220
41.9259949992,-87.6497009397,61732
41.9105072258,-87.6781157047,44707
41.881507714,-87.6242747894,226901
41.8891957606,-87.6558351517,9207
41.936784,-87.644259,27691
41.8807929392,-87.6742136478,13582
41.8808162167,-87.6730012833,12233
41.9777074833,-87.9063213167,27910
41.9807244,-87.9099523,31769
41.9787783523,-87.9065573215,293361
41.9784389167,-87.9073577333,58865
41.9790675,-87.90681165,49085
41.9795183522,-87.9057556733,146182
41.9779570828,-87.9059401405,146128
41.9758033327,-87.9006242752,142432
41.9755879774,-87.9007315636,122798
41.8935498167,-87.6313935667,41485
41.8941434829,-87.6309603453,55786
41.9015867,-87.6281040167,15695
41.9115699419,-87.6347366099,326289
41.9111401167,-87.63466415,64641
41.8966297134,-87.6311363733,28573
41.8952402667,-87.6238624333,53351
41.9116217167,-87.63469075,43591
41.946582129,-87.6559770067,179784
41.9651685167,-87.6940582667,48347
41.8787639555,-87.6237022877,1102111
41.8951080775,-87.6313272167,516411
41.8788802654,-87.6357853931,794007
41.8802976814,-87.6237505674,1039949
41.8902260685,-87.6340341568,13319
41.8759187414,-87.6263043487,37718
41.8779465309,-87.6299123342,214031
41.8959523608,-87.6228010654,887535
41.9394777504,-87.700381279,36218
41.8934589754,-87.6161872138,119314
41.8522651333,-87.6193370833,44369
41.8920021563,-87.6242085252,129202
41.97455888,-87.90141105,646091
41.9747425012,-87.899980545,225895
41.8934178327,-87.6256444533,183971
41.8934207161,-87.6265454292,84586
41.8923105942,-87.6269638538,28258
41.8933770894,-87.6259421038,213597
41.89296215,-87.62613189,965973
41.8931411908,-87.6264810562,192249
41.8972141526,-87.6210951805,13248
41.8965905072,-87.6253688283,123337
41.9014097,-87.6274845167,741351
41.9015636333,-87.6274713167,806223
41.8812242896,-87.624464035,1102091
41.8860568131,-87.6268136501,467435
41.8874471833,-87.62825345,854531
41.887350749,-87.6257836819,496452
41.8870339152,-87.6279279051,144185
41.88604533,-87.6280868,598186
41.8840918972,-87.6302039623,21530
41.8857293313,-87.6280045509,154234
41.8845386694,-87.6238689897,297740
41.8845291138,-87.6235580444,166011
41.8854163607,-87.6227100477,397142
41.88461055,-87.6218499333,177523
41.9386138383,-87.6442399621,76476
41.8762671833,-87.62439965,10576
41.8938490118,-87.6170621584,13325
41.8911051667,-87.6171684167,10987
41.89241981,-87.61975777,903000
41.8912122523,-87.6193435401,44471
41.8927145,-87.61360645,9905
41.89309,-87.6134133333,13455
41.8911125992,-87.6188957691,235457
41.88644885,-87.6132631167,11796
41.8892947333,-87.6248055167,933818
41.8869669385,-87.6347604701,573842
41.89846315,-87.6438667167,26976
41.8895631591,-87.6386904716,191577
41.8878152969,-87.6380606665,212471
41.8843191833,-87.6377879333,496620
41.8821988114,-87.6374673843,20587
41.8819112491,-87.638207674,222752
41.8812961811,-87.6375102997,28687
41.877477834,-87.6359653473,154335
41.8815287833,-87.63745225,938502
41.8873188003,-87.6310193539,247155
41.8899035333,-87.6205158167,10990
41.8885666158,-87.618965305,45342
41.89140012,-87.6092076302,143307
41.9750455977,-87.906460762,463586
41.9012868546,-87.6285195351,544303
41.88906234,-87.62943971,161686
41.8898826344,-87.6243567467,164604
41.8881814102,-87.6307296753,46455
41.8915279067,-87.6263844967,290608
41.89173815,-87.60734995,812206
41.8974177939,-87.6250380278,19857
