index,User ID,Latitude,Longitude,Timestamp,Location ID
0,17,41.8654847,-87.61699675,2010-09-01 17:25:27,9943
1,17,41.9205921899,-87.6374657275,2010-09-05 00:58:36,144390
2,17,41.8787000494,-87.6396560669,2010-09-06 00:38:52,20585
3,22,41.9790894053,-87.9104948044,2010-01-18 00:34:14,375474
4,22,41.9780286285,-87.9036712646,2010-01-18 01:34:11,22831
5,29,41.9780286285,-87.9036712646,2010-09-04 01:13:43,22831
6,29,41.9780286285,-87.9036712646,2010-09-06 17:18:58,22831
7,31,41.9780286285,-87.9036712646,2010-09-04 01:03:51,22831
8,31,41.9762898736,-87.9013967514,2010-09-06 17:17:17,419157
9,31,41.9780286285,-87.9036712646,2010-09-06 17:27:14,22831
10,41,41.9780286285,-87.9036712646,2010-07-26 19:36:01,22831
11,41,41.98551285,-87.83865094,2010-07-26 20:35:28,382591
12,41,41.8856654322,-87.6309013367,2010-07-27 02:11:08,460694
13,41,41.9136630802,-87.6773893833,2010-07-28 01:21:43,41703
14,41,41.90917625,-87.6771156333,2010-07-28 02:41:49,99409
15,41,41.9294372926,-87.7077519894,2010-07-28 22:48:24,137662
16,41,41.8826079333,-87.6233696833,2010-07-28 23:52:26,11793
17,41,41.88319755,-87.6224224167,2010-07-28 23:58:50,832058
18,41,41.8758002454,-87.618970871,2010-07-29 01:01:14,13424
19,41,41.8971103352,-87.6244479418,2010-07-29 19:11:20,9816
20,41,41.8977226321,-87.6237436724,2010-07-29 19:20:14,131599
21,41,41.8947664136,-87.623847127,2010-07-29 19:45:59,28788
22,41,41.9016110833,-87.6205572167,2010-07-29 19:56:32,1166712
23,41,41.90917625,-87.6771156333,2010-07-30 02:06:33,99409
24,41,41.9027445075,-87.677230949,2010-07-30 04:16:39,305123
25,41,41.8836366032,-87.6299840212,2010-07-30 16:33:29,9871
26,41,41.8896330301,-87.6311572859,2010-07-30 17:49:28,133477
27,41,41.8654847,-87.61699675,2010-07-30 19:02:19,9943
28,41,41.8676090167,-87.6146364167,2010-07-30 19:19:41,9996
29,41,41.8623379996,-87.6166909933,2010-07-30 21:23:24,9948
30,41,41.8663969455,-87.6067829132,2010-07-30 21:24:27,10616
31,41,41.8944669284,-87.6238632202,2010-07-31 19:10:57,55372
32,41,41.9031836695,-87.6792905292,2010-08-01 02:13:22,285465
33,41,41.9251900296,-87.7010864784,2010-08-01 03:26:53,453457
34,41,41.9780286285,-87.9036712646,2010-08-01 14:34:05,22831
35,41,41.7874410169,-87.744884491,2010-08-06 01:17:34,23275
36,41,41.8866079372,-87.624874413,2010-08-06 03:17:04,370548
37,41,41.87850332,-87.62730532,2010-08-06 17:50:21,421504
38,41,41.8758242113,-87.6205158234,2010-08-06 18:14:25,1564641
39,41,41.8837644054,-87.6249790192,2010-08-07 03:07:38,47497
40,41,41.8758242113,-87.6205158234,2010-08-07 17:37:27,1564641
41,41,41.8745460194,-87.6204299927,2010-08-07 19:48:24,558076
42,41,41.8866079372,-87.624874413,2010-08-08 03:10:23,370548
43,41,41.8758242113,-87.6205158234,2010-08-08 18:32:57,1564641
44,41,41.879578752,-87.6228868961,2010-08-09 03:12:19,9952
45,41,41.7874410169,-87.744884491,2010-08-09 10:21:18,23275
46,42,41.8913961267,-87.6238122582,2009-12-17 08:09:58,214785
47,42,41.9780286285,-87.9036712646,2009-12-17 14:56:44,22831
48,50,41.9103892667,-87.6760699833,2010-01-01 20:31:48,23474
49,50,41.90917625,-87.6771156333,2010-01-02 02:57:28,99409
50,50,41.8844925568,-87.6257550637,2010-02-28 00:11:38,208762
51,50,41.9136630802,-87.6773893833,2010-03-22 18:28:04,41703
52,50,41.90917625,-87.6771156333,2010-03-23 17:11:41,99409
53,50,41.90917625,-87.6771156333,2010-04-09 17:49:32,99409
54,50,41.9085452,-87.674676293,2010-07-15 17:45:27,1267278
55,71,41.9835396895,-87.6588284969,2010-06-14 06:44:13,410734
56,71,41.9980756333,-87.66567865,2010-06-15 19:01:35,47462
57,71,41.7874410169,-87.744884491,2010-08-08 16:30:49,23275
58,71,41.9479207274,-87.6558351517,2010-08-08 19:44:28,12430
59,71,41.8793750538,-87.6284605265,2010-08-09 17:57:06,22276
60,71,41.9032253051,-87.6714009237,2010-08-10 18:45:49,17636
61,79,41.9383623,-87.6442375,2010-06-06 17:01:42,42519
62,79,41.8844925568,-87.6257550637,2010-06-08 13:47:00,208762
63,91,41.9780286285,-87.9036712646,2010-05-05 01:18:11,22831
64,91,41.8987634071,-87.6229941845,2010-05-05 13:17:55,243236
65,91,41.9780286285,-87.9036712646,2010-05-06 01:21:57,22831
66,94,41.9010952039,-87.6441836357,2009-10-27 18:34:24,65026
67,94,41.8894812933,-87.6247134805,2009-10-28 00:08:38,65260
68,94,41.8889561517,-87.6268351078,2009-10-28 00:09:34,65281
69,94,41.8889561517,-87.6268351078,2010-05-23 01:02:43,65281
70,94,41.8866079372,-87.624874413,2010-05-23 01:20:09,370548
71,94,41.8857285427,-87.6244603575,2010-05-23 01:42:32,104634
72,94,41.8932689739,-87.6246249676,2010-05-23 02:24:03,278286
73,94,41.89315217,-87.62874525,2010-05-27 22:06:44,210018
74,94,41.8917036129,-87.6074802876,2010-06-06 01:32:45,9907
75,104,41.9780286285,-87.9036712646,2010-05-22 03:31:29,22831
76,104,41.8500796976,-87.6161170006,2010-05-22 15:52:57,52832
77,104,41.8500796976,-87.6161170006,2010-05-25 15:49:50,52832
78,104,41.8907212493,-87.6309764385,2010-05-26 18:44:37,55673
79,104,41.9780286285,-87.9036712646,2010-05-26 23:27:01,22831
80,127,41.7874410169,-87.744884491,2010-09-27 21:18:21,23275
81,127,41.9426779139,-87.6980638504,2010-09-28 17:57:47,132304
82,142,41.9780286285,-87.9036712646,2010-05-18 17:12:29,22831
83,142,41.9812756333,-87.90638435,2010-05-18 17:38:08,811032
84,142,41.9812756333,-87.90638435,2010-05-20 00:46:40,811032
85,142,41.9780286285,-87.9036712646,2010-05-20 00:48:29,22831
86,142,41.8904417122,-87.6239383221,2010-06-18 19:58:38,65269
87,142,41.89102077,-87.62351125,2010-06-18 19:59:29,548089
88,142,41.8947664136,-87.623847127,2010-06-18 20:12:46,28788
89,142,41.8920390506,-87.6244211197,2010-06-18 21:45:39,237097
90,142,41.8882692679,-87.6354825497,2010-06-19 15:00:15,11359
91,142,41.8889321908,-87.6340019703,2010-06-19 15:20:05,296531
92,142,41.9479207274,-87.6558351517,2010-06-19 17:06:23,12430
93,142,41.9479207274,-87.6558351517,2010-06-19 20:12:21,12430
94,142,41.9476816667,-87.6566379333,2010-06-19 20:12:55,521501
95,142,41.9473701325,-87.6544833183,2010-06-19 20:13:14,403438
96,142,41.9469152897,-87.6542043686,2010-06-19 21:37:00,201864
97,142,41.9780286285,-87.9036712646,2010-07-10 17:01:03,22831
98,142,41.9780286285,-87.9036712646,2010-07-13 14:13:04,22831
99,142,41.9780286285,-87.9036712646,2010-08-04 15:46:50,22831
100,142,41.9780286285,-87.9036712646,2010-08-04 21:37:16,22831
101,142,41.9784337833,-87.91084275,2010-08-04 21:37:27,572789
102,142,41.9780286285,-87.9036712646,2010-08-10 19:15:15,22831
103,142,41.8821947925,-87.6258625407,2010-08-12 14:57:21,314347
104,142,41.9780286285,-87.9036712646,2010-08-12 16:20:23,22831
105,142,41.978076879,-87.906621877,2010-08-12 16:20:44,1240644
106,142,41.9780286285,-87.9036712646,2010-08-21 13:42:51,22831
107,142,41.9812756333,-87.90638435,2010-08-21 13:43:10,811032
108,142,41.8781185833,-87.6419416833,2010-08-21 16:23:48,43875
109,142,41.8903030167,-87.6114757833,2010-08-21 16:56:48,879082
110,142,41.9479207274,-87.6558351517,2010-08-21 21:46:17,12430
111,142,41.8992555754,-87.6235799706,2010-08-22 05:12:17,176563
112,142,41.8994365333,-87.6240701667,2010-08-22 05:12:30,41630
113,142,41.9780286285,-87.9036712646,2010-08-22 13:17:50,22831
114,142,41.9784337833,-87.91084275,2010-08-22 13:18:01,572789
115,142,41.9780286285,-87.9036712646,2010-08-25 12:11:54,22831
116,142,41.9780286285,-87.9036712646,2010-08-25 22:11:45,22831
117,142,41.978076879,-87.906621877,2010-08-25 22:11:58,1240644
118,142,41.9780286285,-87.9036712646,2010-09-14 13:43:34,22831
119,142,41.9780286285,-87.9036712646,2010-09-15 00:41:17,22831
120,142,41.9780286285,-87.9036712646,2010-09-16 14:14:07,22831
121,142,41.9780286285,-87.9036712646,2010-09-18 12:12:30,22831
122,142,41.8875484185,-87.6214340872,2010-09-18 13:58:29,305578
123,142,41.8676090167,-87.6146364167,2010-09-18 15:41:12,9996
124,142,41.8745460194,-87.6204299927,2010-09-18 18:30:50,558076
125,142,41.8758002454,-87.618970871,2010-09-18 18:31:37,13424
126,142,41.882214787,-87.6225757599,2010-09-18 18:51:41,861311
127,142,41.8814799033,-87.623745203,2010-09-18 18:53:24,30890
128,142,41.8826079333,-87.6233696833,2010-09-18 18:59:24,11793
129,142,41.9479207274,-87.6558351517,2010-09-19 00:15:56,12430
130,142,41.8879013062,-87.6258850098,2010-09-19 17:01:02,673494
131,142,41.8947664136,-87.623847127,2010-09-19 17:49:19,28788
